fold,month,actual_revenue,pred_raw,pred_calibrated,n_days,abs_err_raw,abs_err_calibrated,ape_raw,ape_calibrated,is_peak_month
fold1_2020H2-2021,2021-07-01,101001502.3,70019311.55621693,80229360.76661496,31,30982190.74378307,20772141.53338504,0.3067498011243252,0.2056617085920814,0
fold1_2020H2-2021,2021-08-01,68280026.82000001,57148087.479197174,65820791.2373009,31,11131939.340802833,2459235.582699105,0.16303361113417372,0.0360169100282012,0
fold1_2020H2-2021,2021-09-01,74841850.26,64187069.38479094,72010089.91665822,30,10654780.875209063,2831760.3433417827,0.14236394260957522,0.03783658920115242,0
fold1_2020H2-2021,2021-10-01,65692136.16,52379008.11956704,61388691.793148465,31,13313128.04043296,4303444.366851531,0.20265938693190702,0.06550927734135555,0
fold1_2020H2-2021,2021-11-01,50638497.46,42706060.17195252,49769001.83365207,30,7932437.288047478,869495.6263479292,0.15664835423510368,0.017170644271875465,0
fold1_2020H2-2021,2021-12-01,50403908.35,35668262.183566585,43603357.85183483,31,14735646.166433416,6800550.498165168,0.29235126101949227,0.13492109482746426,0
fold2_2021H2-2022,2021-07-01,101001502.3,86304865.3870961,98523911.81055148,31,14696636.91290389,2477590.4894485176,0.14550909222370934,0.024530234036415095,0
fold2_2021H2-2022,2021-08-01,68280026.82000001,86043004.72091955,98601955.88959138,31,17762977.90091954,30321929.069591373,0.26014895904693114,0.4440819736278974,0
fold2_2021H2-2022,2021-09-01,74841850.26,74005579.40856566,83912773.73273632,30,836270.85143435,9070923.472736314,0.01117383988409094,0.12120121885314161,0
fold2_2021H2-2022,2021-10-01,65692136.16,62155274.33803996,69723819.21698019,31,3536861.8219600394,4031683.0569801927,0.05383995754599373,0.061372384773127356,0
fold2_2021H2-2022,2021-11-01,50638497.46,43242827.29823422,49564448.51248128,30,7395670.161765784,1074048.9475187212,0.14604837293222847,0.02121012670976516,0
fold2_2021H2-2022,2021-12-01,50403908.35,37894417.71989834,46802037.24556829,31,12509490.630101658,3601871.104431711,0.24818493326424076,0.07146015502251644,0
fold2_2021H2-2022,2022-01-01,59663486.32,42135308.85717375,49571630.8243337,31,17528177.462826252,10091855.495666303,0.2937839966108479,0.16914625876100334,0
fold2_2021H2-2022,2022-02-01,79103095.5,58462994.77347176,66519283.909360774,28,20640100.726528242,12583811.590639226,0.2609265869567423,0.1590811524011627,0
fold2_2021H2-2022,2022-03-01,137537949.28,106678847.6361192,124114904.46134262,31,30859101.6438808,13423044.818657383,0.22436790577019428,0.09759520836922415,1
fold2_2021H2-2022,2022-04-01,141305508.81,130769811.19938229,149579164.68144622,30,10535697.610617712,8273655.871446222,0.07455970895504192,0.05855154509631338,1
fold2_2021H2-2022,2022-05-01,139027887.16,136159383.74326175,154184144.36935022,31,2868503.416738242,15156257.209350228,0.02063257577551351,0.10901595010149062,1
fold2_2021H2-2022,2022-06-01,135812426.69,124958413.80628902,143032983.45865306,30,10854012.88371098,7220556.768653065,0.07991914398588809,0.05316565607898619,1
fold2_2021H2-2022,2022-07-01,98141777.72,81831134.73229454,92659045.12207498,31,16310642.987705454,5482732.597925022,0.16619469676043538,0.05586542984341839,0
fold2_2021H2-2022,2022-08-01,113542943.47,107949692.08497444,125566515.39983958,31,5593251.385025561,12023571.929839581,0.04926110962151861,0.10589448857309583,1
fold2_2021H2-2022,2022-09-01,85764286.59,69492563.5398454,78846820.85204026,30,16271723.050154597,6917465.737959743,0.18972609342560376,0.08065671636760643,0
fold2_2021H2-2022,2022-10-01,75194452.31,57877979.61017061,64951059.693543985,31,17316472.699829392,10243392.616456017,0.2302892323550643,0.13622537702949347,0
fold2_2021H2-2022,2022-11-01,52200081.64,39840511.585986584,47216979.42259804,30,12359570.054013416,4983102.217401959,0.23677300237290233,0.09546157900227298,0
fold2_2021H2-2022,2022-12-01,52454936.2,34574418.888601944,43519037.77571861,31,17880517.31139806,8935898.424281396,0.340873873971046,0.17035381360889723,0
fold3_test_proxy,2022-01-01,59663486.32,45050400.87432095,53299227.905493,31,14613085.445679054,6364258.414507002,0.24492510154876002,0.1066692345192979,0
fold3_test_proxy,2022-02-01,79103095.5,62012828.119914055,71039506.93384063,28,17090267.380085945,8063588.566159368,0.21605055114544722,0.10193771198447434,0
fold3_test_proxy,2022-03-01,137537949.28,109066050.27618502,124847788.92625967,31,28471899.00381498,12690160.353740335,0.20701122237799138,0.0922666101986564,1
fold3_test_proxy,2022-04-01,141305508.81,129294187.64838728,149383371.03619224,30,12011321.16161272,8077862.226192236,0.08500249751595455,0.05716593991430132,1
fold3_test_proxy,2022-05-01,139027887.16,134861224.3460553,152789112.28150576,31,4166662.8139446974,13761225.121505767,0.029969978678806367,0.09898176116039717,1
fold3_test_proxy,2022-06-01,135812426.69,123639480.31848554,142327619.81069446,30,12172946.371514454,6515193.1206944585,0.08963057849853412,0.04797199549026377,0
fold3_test_proxy,2022-07-01,98141777.72,91466361.26740003,105329401.56883305,31,6675416.4525999725,7187623.848833054,0.06801809186343698,0.07323714748004112,0
fold3_test_proxy,2022-08-01,113542943.47,91379689.77307937,104032655.7996694,31,22163253.696920633,9510287.670330599,0.19519710357673214,0.08375938988091657,0
fold3_test_proxy,2022-09-01,85764286.59,73752853.51113172,84409869.17917965,30,12011433.078868285,1354417.41082035,0.14005168767146023,0.015792324109162162,0
fold3_test_proxy,2022-10-01,75194452.31,64487054.03120403,71732720.72212185,31,10707398.278795972,3461731.5878781527,0.14239612032352034,0.046037061000280495,0
fold3_test_proxy,2022-11-01,52200081.64,46871464.08178348,53298141.98610759,30,5328617.55821652,1098060.3461075872,0.10208063648186508,0.02103560591495633,0
fold3_test_proxy,2022-12-01,52454936.2,44017505.7730217,51708006.720655546,31,8437430.426978305,746929.4793444574,0.16085102829613782,0.01423945072579189,0
