fold,month,actual_revenue,pred_raw,pred_calibrated,n_days,abs_err_raw,abs_err_calibrated,ape_raw,ape_calibrated,is_peak_month
fold2_2021H2-2022,2021-09-01,74841850.26,73972300.25,79445443.18867776,30,869550.0100000054,4603592.928677753,0.011618499635954956,0.061510944914976134,0
fold2_2021H2-2022,2021-10-01,65692136.16,63509859.625,68764948.53854871,31,2182276.5349999964,3072812.3785487115,0.03321975296532961,0.04677595459926222,0
fold2_2021H2-2022,2021-11-01,50638497.46,51926497.75,57130497.61475261,30,1288000.289999999,6492000.154752612,0.02543519959330166,0.12820285909708767,0
fold2_2021H2-2022,2021-12-01,50403908.35,42347745.375,48203292.68558453,31,8056162.9750000015,2200615.6644154713,0.15983210903128311,0.04365962355805036,0
fold2_2021H2-2022,2022-01-01,59663486.32,49764571.6875,56745516.81063618,31,9898914.6325,2917969.5093638226,0.16591244064096455,0.04890712375930469,0
fold2_2021H2-2022,2022-02-01,79103095.5,65322316.125,70765218.46760814,28,13780779.375,8337877.032391861,0.17421289632085257,0.10540519280173885,0
fold2_2021H2-2022,2022-03-01,137537949.28,112457792.0,119567527.97946197,31,25080157.28,17970421.300538033,0.182350815984189,0.13065791219522851,1
fold2_2021H2-2022,2022-04-01,141305508.81,130718039.0,137061827.16076082,30,10587469.810000002,4243681.6492391825,0.07492609381730446,0.030031961846195644,1
fold2_2021H2-2022,2022-05-01,139027887.16,134057329.25,141955411.62617192,31,4970557.909999996,2927524.4661719203,0.035752236558695874,0.02105710247040426,1
fold2_2021H2-2022,2022-06-01,135812426.69,119963253.0,129233515.06810024,30,15849173.689999998,6578911.621899754,0.11669899490255546,0.04844116096177645,1
fold2_2021H2-2022,2022-07-01,98141777.72,77091307.125,82809896.41695352,31,21050470.595,15331881.30304648,0.21449041462298873,0.15622176059199347,0
fold2_2021H2-2022,2022-08-01,113542943.47,112728463.0,119548872.76367417,31,814480.4699999988,6005929.293674171,0.007173325308544591,0.05289566317488538,1
fold2_2021H2-2022,2022-09-01,85764286.59,63244281.5,68365063.94613883,30,22520005.090000004,17399222.643861175,0.2625802182399988,0.2028725864302811,0
fold2_2021H2-2022,2022-10-01,75194452.31,51056126.125,56486749.53821729,31,24138326.185000002,18707702.77178271,0.32101206197348525,0.24879099716901323,0
fold2_2021H2-2022,2022-11-01,52200081.64,49622999.125,55289691.91717968,30,2577082.5150000006,3089610.2771796808,0.049369319626221195,0.059187843775557754,0
fold2_2021H2-2022,2022-12-01,52454936.2,45147212.0,50814310.25096648,31,7307724.200000003,1640625.949033521,0.13931432824810114,0.03127686482694685,0
fold3_test_proxy,2022-01-01,59663486.32,49277947.5,56496872.94093543,31,10385538.82,3166613.3790645674,0.1740685880187767,0.05307456158496518,0
fold3_test_proxy,2022-02-01,79103095.5,60787782.625,65901475.2370853,28,18315312.875,13201620.262914702,0.23153724590967492,0.16689132301927048,0
fold3_test_proxy,2022-03-01,137537949.28,115475977.125,121570537.89885473,31,22061972.155,15967411.381145269,0.16040643524563683,0.11609458672848745,1
fold3_test_proxy,2022-04-01,141305508.81,134735542.25,140419796.56705907,30,6569966.560000002,885712.2429409325,0.046494765953067035,0.006268065911937411,1
fold3_test_proxy,2022-05-01,139027887.16,138511596.25,144041647.67929724,31,516290.9099999964,5013760.519297242,0.0037135780493148395,0.03606298435311158,1
fold3_test_proxy,2022-06-01,135812426.69,127225437.75,134832748.20627075,30,8586988.939999998,979678.4837292433,0.06322682798092044,0.00721346718857633,0
fold3_test_proxy,2022-07-01,98141777.72,99002023.5,105150871.60062203,31,860245.7800000012,7009093.880622029,0.008765337249690908,0.07141804482713857,0
fold3_test_proxy,2022-08-01,113542943.47,99561658.5,107873704.17764485,31,13981284.969999999,5669239.29235515,0.12313653797159217,0.04993035338962355,0
fold3_test_proxy,2022-09-01,85764286.59,74669919.0,82087920.69503286,30,11094367.590000004,3676365.894967139,0.12935882791210196,0.04286592987757445,0
fold3_test_proxy,2022-10-01,75194452.31,68734789.0,74596666.92636043,31,6459663.310000002,597785.383639574,0.08590611556513646,0.007949860199461489,0
fold3_test_proxy,2022-11-01,52200081.64,48588536.75,54391680.96878425,30,3611544.8900000006,2191599.3287842497,0.06918657550973134,0.041984595807698234,0
fold3_test_proxy,2022-12-01,52454936.2,47334908.5,53933229.20505254,31,5120027.700000003,1478293.0050525367,0.09760811986270232,0.028182152379636994,0
