fold,train_end,Date,actual_revenue,prediction_raw,prediction_calibrated
fold1_2020H2-2021,2020-06-30,2020-08-07,3277756.91,2127125.6751463995,2335333.58303586
fold1_2020H2-2021,2020-06-30,2020-08-08,2449651.51,1616531.518889747,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2020-08-09,2935305.67,1686475.9381536066,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2020-08-10,2914723.92,1898212.7670208442,2068845.343278228
fold1_2020H2-2021,2020-06-30,2020-08-11,2533038.45,1902435.1733532003,2068845.343278228
fold1_2020H2-2021,2020-06-30,2020-08-12,4245177.97,2003381.7424504533,2335333.58303586
fold1_2020H2-2021,2020-06-30,2020-08-13,3438121.83,2412986.536106623,2568801.7781345574
fold1_2020H2-2021,2020-06-30,2020-08-14,3685522.51,2656420.7246171557,2879774.183952063
fold1_2020H2-2021,2020-06-30,2020-08-15,2556409.43,2216203.2171173324,2497032.763110272
fold1_2020H2-2021,2020-06-30,2020-08-16,2596444.46,2123222.533785051,2335333.58303586
fold1_2020H2-2021,2020-06-30,2020-08-17,3646382.12,1955065.732658661,2078172.2773737505
fold1_2020H2-2021,2020-06-30,2020-08-18,3240488.83,2134132.8776173214,2335333.58303586
fold1_2020H2-2021,2020-06-30,2020-08-19,3279887.27,2712072.598442008,3168100.6059936364
fold1_2020H2-2021,2020-06-30,2020-08-20,3569013.59,2779499.775102922,3181756.224794436
fold1_2020H2-2021,2020-06-30,2020-08-21,3939388.46,2669796.0160861206,3168100.6059936364
fold1_2020H2-2021,2020-06-30,2020-08-22,2465099.71,2571179.6014303397,2736735.418051512
fold1_2020H2-2021,2020-06-30,2020-08-23,2832425.22,2026708.424883515,2335333.58303586
fold1_2020H2-2021,2020-06-30,2020-08-24,3217603.07,1881281.3813927649,2006885.7356717833
fold1_2020H2-2021,2020-06-30,2020-08-25,2428315.18,1901383.0578394274,2068845.343278228
fold1_2020H2-2021,2020-06-30,2020-08-26,3194953.82,2859055.7477593785,3181756.224794436
fold1_2020H2-2021,2020-06-30,2020-08-27,4445347.68,3835712.7495295005,4271950.155828547
fold1_2020H2-2021,2020-06-30,2020-08-28,7296538.72,4891258.872276414,5916117.214321779
fold1_2020H2-2021,2020-06-30,2020-08-29,7517051.79,4328193.641881976,4815363.807451615
fold1_2020H2-2021,2020-06-30,2020-08-30,8480394.59,4958140.516429214,5916117.214321779
fold1_2020H2-2021,2020-06-30,2020-08-31,7490849.71,4838063.3808645755,5916117.214321779
fold1_2020H2-2021,2020-06-30,2020-09-01,6047477.92,3273493.3089997964,3741079.070734803
fold1_2020H2-2021,2020-06-30,2020-09-02,1434923.77,1436987.37334497,1628880.2273170112
fold1_2020H2-2021,2020-06-30,2020-09-03,1557705.54,1221822.9091721291,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-09-04,1425115.38,1578589.0772259927,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2020-09-05,1581867.47,1920483.2819063268,2068845.343278228
fold1_2020H2-2021,2020-06-30,2020-09-06,2654105.11,1898119.314214446,2068845.343278228
fold1_2020H2-2021,2020-06-30,2020-09-07,2479133.84,2163243.4454501006,2335333.58303586
fold1_2020H2-2021,2020-06-30,2020-09-08,2542645.13,2252924.158219972,2497032.763110272
fold1_2020H2-2021,2020-06-30,2020-09-09,1979410.07,2310103.0583325415,2497032.763110272
fold1_2020H2-2021,2020-06-30,2020-09-10,3146008.14,2192459.2951763636,2497032.763110272
fold1_2020H2-2021,2020-06-30,2020-09-11,1990335.39,1969960.878269107,2078172.2773737505
fold1_2020H2-2021,2020-06-30,2020-09-12,2806228.3,2348198.350001458,2568801.7781345574
fold1_2020H2-2021,2020-06-30,2020-09-13,2240095.92,2490307.8085616827,2601358.6174511393
fold1_2020H2-2021,2020-06-30,2020-09-14,2832905.03,2436967.477382161,2568801.7781345574
fold1_2020H2-2021,2020-06-30,2020-09-15,2914536.51,2324238.74897439,2497032.763110272
fold1_2020H2-2021,2020-06-30,2020-09-16,1994638.41,2287566.0789220743,2497032.763110272
fold1_2020H2-2021,2020-06-30,2020-09-17,1827659.24,2269893.770635753,2497032.763110272
fold1_2020H2-2021,2020-06-30,2020-09-18,2600220.08,2390944.027946206,2568801.7781345574
fold1_2020H2-2021,2020-06-30,2020-09-19,1806587.98,2277140.9695182135,2497032.763110272
fold1_2020H2-2021,2020-06-30,2020-09-20,2334885.81,2382752.4107320127,2568801.7781345574
fold1_2020H2-2021,2020-06-30,2020-09-21,3082015.84,3067981.5373604447,3369492.766956575
fold1_2020H2-2021,2020-06-30,2020-09-22,2827707.7,2242777.4341055057,2497032.763110272
fold1_2020H2-2021,2020-06-30,2020-09-23,2254030.17,2432780.8533880394,2568801.7781345574
fold1_2020H2-2021,2020-06-30,2020-09-24,2021614.99,2592177.421221131,2736735.418051512
fold1_2020H2-2021,2020-06-30,2020-09-25,2587034.31,2762503.313697657,3168100.6059936364
fold1_2020H2-2021,2020-06-30,2020-09-26,2219447.23,3278254.9443782526,3741079.070734803
fold1_2020H2-2021,2020-06-30,2020-09-27,3907778.93,3675949.9495497257,4095997.792761796
fold1_2020H2-2021,2020-06-30,2020-09-28,4681424.38,3702031.6188203427,4271950.155828547
fold1_2020H2-2021,2020-06-30,2020-09-29,3862957.51,3337846.222712676,3752916.7608594135
fold1_2020H2-2021,2020-06-30,2020-09-30,3185317.6,3057817.583626549,3369492.766956575
fold1_2020H2-2021,2020-06-30,2020-10-01,2053948.94,1931953.535688396,2068845.343278228
fold1_2020H2-2021,2020-06-30,2020-10-02,844947.12,1251022.2806942405,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-10-03,1819620.17,1326998.7155619336,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-10-04,1305849.84,1817179.6562747464,1875032.0604808156
fold1_2020H2-2021,2020-06-30,2020-10-05,1476045.28,1890335.9789740976,2006885.7356717833
fold1_2020H2-2021,2020-06-30,2020-10-06,2225510.95,1729658.308171556,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2020-10-07,2084609.48,1385721.506375584,1628880.2273170112
fold1_2020H2-2021,2020-06-30,2020-10-08,1798621.9,1256723.8645883426,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-10-09,1682037.65,1487045.3733002918,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2020-10-10,2023437.43,1398130.209349344,1628880.2273170112
fold1_2020H2-2021,2020-06-30,2020-10-11,1446988.51,1616501.008388412,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2020-10-12,1856496.7,1873639.619207163,2006885.7356717833
fold1_2020H2-2021,2020-06-30,2020-10-13,3071390.97,1750107.134273734,1875032.0604808156
fold1_2020H2-2021,2020-06-30,2020-10-14,2627129.58,1634712.6830880165,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2020-10-15,1826480.99,1477921.0729928832,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2020-10-16,2213689.11,1533957.280968511,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2020-10-17,2024181.52,1533056.882715783,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2020-10-18,2416150.55,1904809.3210000396,2068845.343278228
fold1_2020H2-2021,2020-06-30,2020-10-19,1798941.77,2386079.2249489366,2568801.7781345574
fold1_2020H2-2021,2020-06-30,2020-10-20,2361849.87,2371563.6815992026,2568801.7781345574
fold1_2020H2-2021,2020-06-30,2020-10-21,2168284.88,1837047.0053481618,2006885.7356717833
fold1_2020H2-2021,2020-06-30,2020-10-22,2384359.77,1747985.891610235,1875032.0604808156
fold1_2020H2-2021,2020-06-30,2020-10-23,1313373.58,1937510.9816474407,2068845.343278228
fold1_2020H2-2021,2020-06-30,2020-10-24,2435210.66,1949913.7771040036,2078172.2773737505
fold1_2020H2-2021,2020-06-30,2020-10-25,2045855.5,2431997.2836984983,2568801.7781345574
fold1_2020H2-2021,2020-06-30,2020-10-26,2383306.02,2459296.0528867664,2568801.7781345574
fold1_2020H2-2021,2020-06-30,2020-10-27,3242319.66,2883793.268385362,3181756.224794436
fold1_2020H2-2021,2020-06-30,2020-10-28,4138715.4,2908636.549421668,3181756.224794436
fold1_2020H2-2021,2020-06-30,2020-10-29,3361148.04,3031429.46719745,3369492.766956575
fold1_2020H2-2021,2020-06-30,2020-10-30,2606337.42,2892046.4968765047,3181756.224794436
fold1_2020H2-2021,2020-06-30,2020-10-31,3099623.67,2649098.225262684,2879774.183952063
fold1_2020H2-2021,2020-06-30,2020-11-01,2000351.9,1802279.1443743408,1875032.0604808156
fold1_2020H2-2021,2020-06-30,2020-11-02,1609265.54,1122288.693411194,1385156.9042014242
fold1_2020H2-2021,2020-06-30,2020-11-03,1148970.3,1168622.7969808453,1385156.9042014242
fold1_2020H2-2021,2020-06-30,2020-11-04,1475675.48,1316877.3880492072,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-11-05,1340308.97,1304970.2582318543,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-11-06,717152.89,1336456.0408345268,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-11-07,1261006.58,1273236.6626845212,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-11-08,1462906.75,1350263.069909721,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-11-09,1841341.67,2100548.46148557,2335333.58303586
fold1_2020H2-2021,2020-06-30,2020-11-10,1423817.05,1897721.3034494147,2006885.7356717833
fold1_2020H2-2021,2020-06-30,2020-11-11,1850484.56,1886727.1528031395,2006885.7356717833
fold1_2020H2-2021,2020-06-30,2020-11-12,1742209.81,1765592.5305169255,1875032.0604808156
fold1_2020H2-2021,2020-06-30,2020-11-13,1874908.56,1647180.1293419003,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2020-11-14,1505407.33,1576508.639967884,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2020-11-15,1822943.34,1658693.1866368477,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2020-11-16,1677772.33,1733852.1634325439,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2020-11-17,1698265.63,1642698.8310392117,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2020-11-18,1708292.62,1473387.932039273,1768662.870689236
fold1_2020H2-2021,2020-06-30,2020-11-19,1389140.38,1325318.8030397056,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-11-20,1761075.99,1414270.5303935802,1628880.2273170112
fold1_2020H2-2021,2020-06-30,2020-11-21,1277317.49,1455319.0491532178,1628880.2273170112
fold1_2020H2-2021,2020-06-30,2020-11-22,1402812.95,1332190.6293803116,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-11-23,1254495.47,1295434.8179915394,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-11-24,1234768.03,1457442.0261153239,1628880.2273170112
fold1_2020H2-2021,2020-06-30,2020-11-25,1016787.85,1523857.1977771623,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2020-11-26,1003033.14,1665525.6981918716,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2020-11-27,2064673.72,1727711.373637619,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2020-11-28,2102733.52,1619556.6897226714,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2020-11-29,1696662.48,1719725.9684264478,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2020-11-30,1376299.12,1560529.995401616,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2020-12-01,1160032.88,1043877.7146597373,1345791.0073193328
fold1_2020H2-2021,2020-06-30,2020-12-02,370653.23,738302.8618627029,994875.4271023378
fold1_2020H2-2021,2020-06-30,2020-12-03,528608.48,795270.0976768816,1007312.9803854865
fold1_2020H2-2021,2020-06-30,2020-12-04,645703.05,885049.7040282459,1034359.3671277976
fold1_2020H2-2021,2020-06-30,2020-12-05,653591.96,701000.2675466373,994875.4271023378
fold1_2020H2-2021,2020-06-30,2020-12-06,755648.75,835496.9688919544,1007312.9803854865
fold1_2020H2-2021,2020-06-30,2020-12-07,832522.38,939633.3344930967,1274510.4327261827
fold1_2020H2-2021,2020-06-30,2020-12-08,1297656.34,1004259.5234851484,1318869.5038236566
fold1_2020H2-2021,2020-06-30,2020-12-09,1154833.63,946005.9094463193,1274510.4327261827
fold1_2020H2-2021,2020-06-30,2020-12-10,696601.42,835046.0765038079,1007312.9803854865
fold1_2020H2-2021,2020-06-30,2020-12-11,708701.4,1024138.2941233538,1345791.0073193328
fold1_2020H2-2021,2020-06-30,2020-12-12,1122552.93,1016239.0728725863,1345791.0073193328
fold1_2020H2-2021,2020-06-30,2020-12-13,937152.62,1165863.1350430204,1385156.9042014242
fold1_2020H2-2021,2020-06-30,2020-12-14,1601200.69,1237418.1252807053,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-12-15,1355809.66,1327746.8685139432,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-12-16,1368150.26,1284470.1473266738,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-12-17,1104685.57,1001510.2581566089,1318869.5038236566
fold1_2020H2-2021,2020-06-30,2020-12-18,1251306.12,1353366.6647541055,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-12-19,1648432.09,1453673.1809693943,1628880.2273170112
fold1_2020H2-2021,2020-06-30,2020-12-20,1777867.4,1555935.0336691367,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2020-12-21,2040125.86,1589327.0730960744,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2020-12-22,2050706.5,1369723.0753920877,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2020-12-23,1964805.24,971422.2392464149,1318869.5038236566
fold1_2020H2-2021,2020-06-30,2020-12-24,1223063.47,1068017.5504783632,1385156.9042014242
fold1_2020H2-2021,2020-06-30,2020-12-25,1200258.49,1191147.37436152,1385156.9042014242
fold1_2020H2-2021,2020-06-30,2020-12-26,1099988.0,1438320.0488669118,1628880.2273170112
fold1_2020H2-2021,2020-06-30,2020-12-27,1517374.4,2116626.5723946095,2335333.58303586
fold1_2020H2-2021,2020-06-30,2020-12-28,3627797.75,3112147.4827987803,3576076.745476739
fold1_2020H2-2021,2020-06-30,2020-12-29,2940732.69,2696930.868332885,3168100.6059936364
fold1_2020H2-2021,2020-06-30,2020-12-30,2881135.64,2411175.7814441766,2568801.7781345574
fold1_2020H2-2021,2020-06-30,2020-12-31,2153864.87,2118238.870608513,2335333.58303586
fold1_2020H2-2021,2020-06-30,2021-01-01,1553431.51,1522314.188423102,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2021-01-02,378420.41,404880.0246146318,848763.9710288546
fold1_2020H2-2021,2020-06-30,2021-01-03,677894.56,694758.9442962945,848763.9710288546
fold1_2020H2-2021,2020-06-30,2021-01-04,819877.04,878098.9800680059,1034359.3671277976
fold1_2020H2-2021,2020-06-30,2021-01-05,1174326.91,1154560.614129125,1385156.9042014242
fold1_2020H2-2021,2020-06-30,2021-01-06,1114251.05,957005.450550059,1274510.4327261827
fold1_2020H2-2021,2020-06-30,2021-01-07,837846.02,864897.5455696258,1034359.3671277976
fold1_2020H2-2021,2020-06-30,2021-01-08,1023293.14,996729.2465113207,1318869.5038236566
fold1_2020H2-2021,2020-06-30,2021-01-09,853729.27,1101287.2016278,1385156.9042014242
fold1_2020H2-2021,2020-06-30,2021-01-10,1180728.66,895796.8371623612,1180728.6600000004
fold1_2020H2-2021,2020-06-30,2021-01-11,1515387.6,1439240.6333990828,1628880.2273170112
fold1_2020H2-2021,2020-06-30,2021-01-12,1062807.64,1321186.8858378052,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2021-01-13,1070756.5,1695312.6913673494,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2021-01-14,764427.24,1213625.4491137506,1385156.9042014242
fold1_2020H2-2021,2020-06-30,2021-01-15,977003.78,1056633.1165031828,1385156.9042014242
fold1_2020H2-2021,2020-06-30,2021-01-16,1185774.61,1074183.6730676615,1385156.9042014242
fold1_2020H2-2021,2020-06-30,2021-01-17,1224098.2,1722669.7531075904,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2021-01-18,2502006.18,1381872.3087600516,1628880.2273170112
fold1_2020H2-2021,2020-06-30,2021-01-19,2011018.39,1344344.5359665179,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2021-01-20,1595354.2,1627875.2247286616,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2021-01-21,1698207.91,1325742.5179094197,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2021-01-22,1620041.5,1380690.8353006053,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2021-01-23,1744298.27,1119251.3113246881,1385156.9042014242
fold1_2020H2-2021,2020-06-30,2021-01-24,1862707.42,1850316.5106828467,2006885.7356717833
fold1_2020H2-2021,2020-06-30,2021-01-25,2346216.5,1667651.7054062153,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2021-01-26,2993616.58,2117783.760889267,2335333.58303586
fold1_2020H2-2021,2020-06-30,2021-01-27,2258351.94,2299267.109850377,2497032.763110272
fold1_2020H2-2021,2020-06-30,2021-01-28,2405871.45,2235450.388274388,2497032.763110272
fold1_2020H2-2021,2020-06-30,2021-01-29,2246568.53,2310511.1592226624,2497032.763110272
fold1_2020H2-2021,2020-06-30,2021-01-30,2167603.39,2159883.2078856975,2335333.58303586
fold1_2020H2-2021,2020-06-30,2021-01-31,1607178.02,2138807.412445495,2335333.58303586
fold1_2020H2-2021,2020-06-30,2021-02-01,1551374.11,1938608.8155161978,2068845.343278228
fold1_2020H2-2021,2020-06-30,2021-02-02,958876.9,1275737.9197811936,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2021-02-03,1095535.11,1410948.908843759,1628880.2273170112
fold1_2020H2-2021,2020-06-30,2021-02-04,1345207.17,1076837.270797062,1385156.9042014242
fold1_2020H2-2021,2020-06-30,2021-02-05,1749418.05,1338192.2242333042,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2021-02-06,1240787.91,1354699.8232315269,1451756.0903783268
fold1_2020H2-2021,2020-06-30,2021-02-07,1814367.53,1405182.722643484,1628880.2273170112
fold1_2020H2-2021,2020-06-30,2021-02-08,1325809.68,1759017.3170806393,1875032.0604808156
fold1_2020H2-2021,2020-06-30,2021-02-09,1448124.96,1716722.2525883056,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2021-02-10,1851743.73,1994723.9458598644,2089917.3976980182
fold1_2020H2-2021,2020-06-30,2021-02-11,1689417.95,1625703.402307186,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2021-02-12,1983824.96,1421153.651271316,1628880.2273170112
fold1_2020H2-2021,2020-06-30,2021-02-13,1986462.63,1589227.0115841066,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2021-02-14,2942830.48,2191043.037994802,2497032.763110272
fold1_2020H2-2021,2020-06-30,2021-02-15,3142099.08,2202006.7563473526,2497032.763110272
fold1_2020H2-2021,2020-06-30,2021-02-16,1874868.49,2262750.638701576,2497032.763110272
fold1_2020H2-2021,2020-06-30,2021-02-17,2468895.03,2606654.8636885835,2879774.183952063
fold1_2020H2-2021,2020-06-30,2021-02-18,1729200.62,2037179.8804220757,2335333.58303586
fold1_2020H2-2021,2020-06-30,2021-02-19,2485137.46,1674021.8364001834,1794346.8582585312
fold1_2020H2-2021,2020-06-30,2021-02-20,2510521.11,2021952.9534604847,2335333.58303586
fold1_2020H2-2021,2020-06-30,2021-02-21,2673937.37,2312837.5114043714,2497032.763110272
fold1_2020H2-2021,2020-06-30,2021-02-22,3295922.4,2666023.8767466964,2879774.183952063
fold1_2020H2-2021,2020-06-30,2021-02-23,4952064.84,2398868.8643713756,2568801.7781345574
fold1_2020H2-2021,2020-06-30,2021-02-24,2880648.13,3406777.165768926,3752916.7608594135
fold1_2020H2-2021,2020-06-30,2021-02-25,5675843.97,3484212.5360068255,4095997.792761796
fold1_2020H2-2021,2020-06-30,2021-02-26,3813868.44,2795842.9912701715,3181756.224794436
fold1_2020H2-2021,2020-06-30,2021-02-27,3241854.71,2439467.1140178787,2568801.7781345574
fold1_2020H2-2021,2020-06-30,2021-02-28,2348995.75,2325643.7529868656,2497032.763110272
fold1_2020H2-2021,2020-06-30,2021-03-01,1942260.67,1066232.0978888988,1385156.9042014242
fold1_2020H2-2021,2020-06-30,2021-03-02,679248.37,542047.0120441077,848763.9710288546
fold1_2020H2-2021,2020-06-30,2021-03-03,1202803.22,700055.623976624,994875.4271023378
fold1_2020H2-2021,2020-06-30,2021-03-04,2188811.67,1507891.6357078874,1787759.7416903765
fold1_2020H2-2021,2020-06-30,2021-03-05,1350969.16,1965162.2636668792,2078172.2773737505
fold1_2020H2-2021,2020-06-30,2021-03-06,1702498.76,2000271.5081893157,2089917.3976980182
fold1_2020H2-2021,2020-06-30,2021-03-07,2475099.15,1772014.862669483,1875032.0604808156
fold1_2020H2-2021,2020-06-30,2021-03-08,2765984.78,2175796.7585810386,2497032.763110272
fold1_2020H2-2021,2020-06-30,2021-03-09,2910840.37,2484387.722305901,2601358.6174511393
fold1_2020H2-2021,2020-06-30,2021-03-10,2793536.43,2253515.6257253154,2497032.763110272
fold1_2020H2-2021,2020-06-30,2021-03-11,4291688.17,2592352.3649214427,2879774.183952063
fold1_2020H2-2021,2020-06-30,2021-03-12,4134860.06,3047088.807862594,3369492.766956575
fold1_2020H2-2021,2020-06-30,2021-03-13,2417371.88,3176091.238023262,3576076.745476739
fold1_2020H2-2021,2020-06-30,2021-03-14,2889680.59,2763162.5079181,3168100.6059936364
fold1_2020H2-2021,2020-06-30,2021-03-15,3654509.31,2792250.508613788,3181756.224794436
fold1_2020H2-2021,2020-06-30,2021-03-16,4008350.11,2895804.264869133,3181756.224794436
fold1_2020H2-2021,2020-06-30,2021-03-17,4400411.89,3357138.728863268,3752916.7608594135
fold1_2020H2-2021,2020-06-30,2021-03-18,5516765.31,3695344.707609345,4271950.155828547
fold1_2020H2-2021,2020-06-30,2021-03-19,3614457.51,3669195.9015144096,4095997.792761796
fold1_2020H2-2021,2020-06-30,2021-03-20,3232018.55,3786388.7463089773,4271950.155828547
fold1_2020H2-2021,2020-06-30,2021-03-21,2822145.24,3588699.4308766313,4095997.792761796
fold1_2020H2-2021,2020-06-30,2021-03-22,3923103.49,3273926.402198201,3741079.070734803
fold1_2020H2-2021,2020-06-30,2021-03-23,4222620.69,3615076.0968444445,4095997.792761796
fold1_2020H2-2021,2020-06-30,2021-03-24,4003647.57,3965752.8326646094,4280215.90736643
fold1_2020H2-2021,2020-06-30,2021-03-25,4847687.37,4319086.452434663,4815363.807451615
fold1_2020H2-2021,2020-06-30,2021-03-26,4034615.27,4119233.241058896,4280215.90736643
fold1_2020H2-2021,2020-06-30,2021-03-27,3612774.77,4532952.9477286525,4815363.807451615
fold1_2020H2-2021,2020-06-30,2021-03-28,3528929.89,3871252.333066458,4271950.155828547
fold1_2020H2-2021,2020-06-30,2021-03-29,4090090.6,4300576.227797835,4280215.90736643
fold1_2020H2-2021,2020-06-30,2021-03-30,10795905.35,6725068.374400057,8397579.69202067
fold1_2020H2-2021,2020-06-30,2021-03-31,9220320.43,6560902.193734226,8397579.69202067
fold1_2020H2-2021,2020-06-30,2021-04-01,9027075.84,6570041.06432153,8397579.69202067
fold1_2020H2-2021,2020-06-30,2021-04-02,7866035.23,5281637.120118684,6190309.435126134
fold1_2020H2-2021,2020-06-30,2021-04-03,7594752.42,4807471.899116575,5864113.360573507
fold1_2020H2-2021,2020-06-30,2021-04-04,1720555.46,2158654.590591055,2335333.58303586
fold1_2020H2-2021,2020-06-30,2021-04-05,2665962.66,1870815.2038279045,2006885.7356717833
fold1_2020H2-2021,2020-06-30,2021-04-06,2627509.32,1906144.6242483451,2068845.343278228
fold1_2020H2-2021,2020-06-30,2021-04-07,3504391.02,2307763.10355138,2497032.763110272
fold1_2020H2-2021,2020-06-30,2021-04-08,3026850.22,3210449.042195186,3576076.745476739
fold1_2020H2-2021,2020-06-30,2021-04-09,3110153.27,2991434.508523777,3181756.224794436
fold1_2020H2-2021,2020-06-30,2021-04-10,2505766.01,2651949.090384046,2879774.183952063
